,date,close,symbol
0,2014-03-04,5.9989,FANH
1,2014-03-05,6.2347,FANH
2,2014-03-06,6.5177,FANH
3,2014-03-07,6.9044,FANH
4,2014-03-10,7.3477,FANH
5,2014-03-11,8.1306,FANH
6,2014-03-12,8.706,FANH
7,2014-03-13,8.8475,FANH
8,2014-03-14,8.4325,FANH
9,2014-03-17,8.2061,FANH
10,2014-03-18,8.074,FANH
11,2014-03-19,8.0174,FANH
12,2014-03-20,7.9042,FANH
13,2014-03-21,7.7722,FANH
14,2014-03-24,7.3006,FANH
15,2014-03-25,7.2723,FANH
16,2014-03-26,7.3006,FANH
17,2014-03-27,7.4421,FANH
18,2014-03-28,7.31,FANH
19,2014-03-31,7.0742,FANH
20,2014-04-01,7.1685,FANH
21,2014-04-02,7.376,FANH
22,2014-04-03,7.1214,FANH
23,2014-04-04,6.829,FANH
24,2014-04-07,6.5932,FANH
25,2014-04-08,6.612,FANH
26,2014-04-09,6.6592,FANH
27,2014-04-10,6.546,FANH
28,2014-04-11,6.2064,FANH
29,2014-04-14,6.1404,FANH
30,2014-04-15,5.914,FANH
31,2014-04-16,6.2064,FANH
32,2014-04-17,6.2347,FANH
33,2014-04-21,6.3291,FANH
34,2014-04-22,6.3762,FANH
35,2014-04-23,6.4139,FANH
36,2014-04-24,6.1876,FANH
37,2014-04-25,5.8952,FANH
38,2014-04-28,6.098,FANH
39,2014-04-29,6.1121,FANH
40,2014-04-30,5.9989,FANH
41,2014-05-01,6.1781,FANH
42,2014-05-02,6.1687,FANH
43,2014-05-05,6.0933,FANH
44,2014-05-06,6.0178,FANH
45,2014-05-07,5.7914,FANH
46,2014-05-08,5.6499,FANH
47,2014-05-09,5.9518,FANH
48,2014-05-12,6.131,FANH
49,2014-05-13,6.0744,FANH
50,2014-05-14,5.9518,FANH
51,2014-05-15,5.9329,FANH
52,2014-05-16,6.0744,FANH
53,2014-05-19,5.9329,FANH
54,2014-05-20,5.9895,FANH
55,2014-05-21,6.0461,FANH
56,2014-05-22,6.8478,FANH
57,2014-05-23,6.7252,FANH
58,2014-05-27,7.0553,FANH
59,2014-05-28,6.9987,FANH
60,2014-05-29,7.31,FANH
61,2014-05-30,7.0176,FANH
62,2014-06-02,7.1591,FANH
63,2014-06-03,7.0082,FANH
64,2014-06-04,6.7724,FANH
65,2014-06-05,6.7063,FANH
66,2014-06-06,6.7629,FANH
67,2014-06-09,7.0836,FANH
68,2014-06-10,7.1119,FANH
69,2014-06-11,7.0836,FANH
70,2014-06-12,7.0648,FANH
71,2014-06-13,7.0742,FANH
72,2014-06-16,7.0553,FANH
73,2014-06-17,6.9422,FANH
74,2014-06-18,7.0553,FANH
75,2014-06-19,6.895,FANH
76,2014-06-20,6.7346,FANH
77,2014-06-23,6.7912,FANH
78,2014-06-24,6.6686,FANH
79,2014-06-25,6.612,FANH
80,2014-06-26,6.6026,FANH
81,2014-06-27,6.6403,FANH
82,2014-06-30,6.4705,FANH
83,2014-07-01,6.4517,FANH
84,2014-07-02,6.6215,FANH
85,2014-07-03,6.6026,FANH
86,2014-07-07,6.4139,FANH
87,2014-07-08,6.2725,FANH
88,2014-07-09,6.2064,FANH
89,2014-07-10,5.9801,FANH
90,2014-07-11,6.0744,FANH
91,2014-07-14,5.8009,FANH
92,2014-07-15,6.2913,FANH
93,2014-07-16,6.3102,FANH
94,2014-07-17,5.9612,FANH
95,2014-07-18,5.9801,FANH
96,2014-07-21,6.1027,FANH
97,2014-07-22,6.178,FANH
98,2014-07-23,6.2159,FANH
99,2014-07-24,6.3574,FANH
100,2014-07-25,6.2725,FANH
101,2014-07-28,6.2725,FANH
102,2014-07-29,6.4139,FANH
103,2014-07-30,6.3574,FANH
104,2014-07-31,6.2913,FANH
105,2014-08-01,6.2442,FANH
106,2014-08-04,6.2253,FANH
107,2014-08-05,6.2536,FANH
108,2014-08-06,6.2536,FANH
109,2014-08-07,6.131,FANH
110,2014-08-08,6.2064,FANH
111,2014-08-11,6.131,FANH
112,2014-08-12,6.1404,FANH
113,2014-08-13,6.098,FANH
114,2014-08-14,6.1121,FANH
115,2014-08-15,6.0367,FANH
116,2014-08-18,6.7252,FANH
117,2014-08-19,6.6781,FANH
118,2014-08-20,6.5366,FANH
119,2014-08-21,6.3385,FANH
120,2014-08-22,6.5743,FANH
121,2014-08-25,6.5932,FANH
122,2014-08-26,6.7535,FANH
123,2014-08-27,6.6498,FANH
124,2014-08-28,6.263,FANH
125,2014-08-29,6.3008,FANH
126,2014-09-02,6.3668,FANH
127,2014-09-03,6.3762,FANH
128,2014-09-04,6.4139,FANH
129,2014-09-05,6.4045,FANH
130,2014-09-08,6.2913,FANH
131,2014-09-09,6.2253,FANH
132,2014-09-10,6.1404,FANH
133,2014-09-11,6.1687,FANH
134,2014-09-12,6.0367,FANH
135,2014-09-15,5.914,FANH
136,2014-09-16,5.8386,FANH
137,2014-09-17,5.8669,FANH
138,2014-09-18,5.7914,FANH
139,2014-09-19,5.8574,FANH
140,2014-09-22,5.8386,FANH
141,2014-09-23,5.7726,FANH
142,2014-09-24,5.6971,FANH
143,2014-09-25,5.6877,FANH
144,2014-09-26,5.8197,FANH
145,2014-09-29,5.6499,FANH
146,2014-09-30,5.1878,FANH
147,2014-10-01,5.3575,FANH
148,2014-10-02,5.2538,FANH
149,2014-10-03,5.3198,FANH
150,2014-10-06,5.4141,FANH
151,2014-10-07,5.1972,FANH
152,2014-10-08,5.1406,FANH
153,2014-10-09,5.0368,FANH
154,2014-10-10,5.0557,FANH
155,2014-10-13,5.084,FANH
156,2014-10-14,5.1123,FANH
157,2014-10-15,5.0934,FANH
158,2014-10-16,5.0934,FANH
159,2014-10-17,5.1595,FANH
160,2014-10-20,5.1123,FANH
161,2014-10-21,5.0463,FANH
162,2014-10-22,4.9425,FANH
163,2014-10-23,4.9708,FANH
164,2014-10-24,4.9614,FANH
165,2014-10-27,4.9708,FANH
166,2014-10-28,5.084,FANH
