,date,close,symbol
0,2014-03-04,95.81,SBAC
1,2014-03-05,95.24,SBAC
2,2014-03-06,95.53,SBAC
3,2014-03-07,95.08,SBAC
4,2014-03-10,94.56,SBAC
5,2014-03-11,94.99,SBAC
6,2014-03-12,95.2,SBAC
7,2014-03-13,94.87,SBAC
8,2014-03-14,94.96,SBAC
9,2014-03-17,94.51,SBAC
10,2014-03-18,94.72,SBAC
11,2014-03-19,93.74,SBAC
12,2014-03-20,93.51,SBAC
13,2014-03-21,91.89,SBAC
14,2014-03-24,91.39,SBAC
15,2014-03-25,90.54,SBAC
16,2014-03-26,90.37,SBAC
17,2014-03-27,93.26,SBAC
18,2014-03-28,92.25,SBAC
19,2014-03-31,90.96,SBAC
20,2014-04-01,91.14,SBAC
21,2014-04-02,89.98,SBAC
22,2014-04-03,90.15,SBAC
23,2014-04-04,88.14,SBAC
24,2014-04-07,87.4,SBAC
25,2014-04-08,87.86,SBAC
26,2014-04-09,90.23,SBAC
27,2014-04-10,89.08,SBAC
28,2014-04-11,88.22,SBAC
29,2014-04-14,88.01,SBAC
30,2014-04-15,88.0,SBAC
31,2014-04-16,89.9,SBAC
32,2014-04-17,91.17,SBAC
33,2014-04-21,91.92,SBAC
34,2014-04-22,92.22,SBAC
35,2014-04-23,91.01,SBAC
36,2014-04-24,90.64,SBAC
37,2014-04-25,89.93,SBAC
38,2014-04-28,89.1,SBAC
39,2014-04-29,89.69,SBAC
40,2014-04-30,89.76,SBAC
41,2014-05-01,90.56,SBAC
42,2014-05-02,94.89,SBAC
43,2014-05-05,96.52,SBAC
44,2014-05-06,96.53,SBAC
45,2014-05-07,96.36,SBAC
46,2014-05-08,96.8,SBAC
47,2014-05-09,97.2,SBAC
48,2014-05-12,98.11,SBAC
49,2014-05-13,99.16,SBAC
50,2014-05-14,100.84,SBAC
51,2014-05-15,99.62,SBAC
52,2014-05-16,100.19,SBAC
53,2014-05-19,100.1,SBAC
54,2014-05-20,100.22,SBAC
55,2014-05-21,100.84,SBAC
56,2014-05-22,101.49,SBAC
57,2014-05-23,100.6,SBAC
58,2014-05-27,100.39,SBAC
59,2014-05-28,100.45,SBAC
60,2014-05-29,100.71,SBAC
61,2014-05-30,101.5,SBAC
62,2014-06-02,100.4,SBAC
63,2014-06-03,99.78,SBAC
64,2014-06-04,100.51,SBAC
65,2014-06-05,100.08,SBAC
66,2014-06-06,100.43,SBAC
67,2014-06-09,100.25,SBAC
68,2014-06-10,100.25,SBAC
69,2014-06-11,100.21,SBAC
70,2014-06-12,99.84,SBAC
71,2014-06-13,98.16,SBAC
72,2014-06-16,97.77,SBAC
73,2014-06-17,97.64,SBAC
74,2014-06-18,97.74,SBAC
75,2014-06-19,98.53,SBAC
76,2014-06-20,98.69,SBAC
77,2014-06-23,98.23,SBAC
78,2014-06-24,98.65,SBAC
79,2014-06-25,100.21,SBAC
80,2014-06-26,99.8,SBAC
81,2014-06-27,101.64,SBAC
82,2014-06-30,102.3,SBAC
83,2014-07-01,101.94,SBAC
84,2014-07-02,101.61,SBAC
85,2014-07-03,101.73,SBAC
86,2014-07-07,101.37,SBAC
87,2014-07-08,100.62,SBAC
88,2014-07-09,103.44,SBAC
89,2014-07-10,104.14,SBAC
90,2014-07-11,103.64,SBAC
91,2014-07-14,104.05,SBAC
92,2014-07-15,103.77,SBAC
93,2014-07-16,104.43,SBAC
94,2014-07-17,103.17,SBAC
95,2014-07-18,103.99,SBAC
96,2014-07-21,104.54,SBAC
97,2014-07-22,104.34,SBAC
98,2014-07-23,104.49,SBAC
99,2014-07-24,103.48,SBAC
100,2014-07-25,103.22,SBAC
101,2014-07-28,106.67,SBAC
102,2014-07-29,106.48,SBAC
103,2014-07-30,108.96,SBAC
104,2014-07-31,106.93,SBAC
105,2014-08-01,106.17,SBAC
106,2014-08-04,104.95,SBAC
107,2014-08-05,104.76,SBAC
108,2014-08-06,106.69,SBAC
109,2014-08-07,107.08,SBAC
110,2014-08-08,110.49,SBAC
111,2014-08-11,109.49,SBAC
112,2014-08-12,109.64,SBAC
113,2014-08-13,108.94,SBAC
114,2014-08-14,109.12,SBAC
115,2014-08-15,108.57,SBAC
116,2014-08-18,109.29,SBAC
117,2014-08-19,108.02,SBAC
118,2014-08-20,109.26,SBAC
119,2014-08-21,109.34,SBAC
120,2014-08-22,108.59,SBAC
121,2014-08-25,110.04,SBAC
122,2014-08-26,110.11,SBAC
123,2014-08-27,110.6125,SBAC
124,2014-08-28,110.67,SBAC
125,2014-08-29,110.29,SBAC
126,2014-09-02,110.47,SBAC
127,2014-09-03,111.0,SBAC
128,2014-09-04,111.51,SBAC
129,2014-09-05,112.96,SBAC
130,2014-09-08,113.56,SBAC
131,2014-09-09,112.7,SBAC
132,2014-09-10,112.83,SBAC
133,2014-09-11,113.65,SBAC
134,2014-09-12,112.23,SBAC
135,2014-09-15,111.35,SBAC
136,2014-09-16,113.16,SBAC
137,2014-09-17,113.24,SBAC
138,2014-09-18,112.85,SBAC
139,2014-09-19,112.13,SBAC
140,2014-09-22,109.66,SBAC
141,2014-09-23,109.69,SBAC
142,2014-09-24,110.72,SBAC
143,2014-09-25,109.28,SBAC
144,2014-09-26,111.61,SBAC
145,2014-09-29,110.74,SBAC
146,2014-09-30,110.9,SBAC
147,2014-10-01,109.45,SBAC
148,2014-10-02,109.38,SBAC
149,2014-10-03,111.47,SBAC
150,2014-10-06,111.93,SBAC
151,2014-10-07,110.48,SBAC
152,2014-10-08,111.28,SBAC
