,date,close,symbol
0,2014-03-04,7.7054,DUC
1,2014-03-05,7.6832,DUC
2,2014-03-06,7.6979999999999995,DUC
3,2014-03-07,7.6388,DUC
4,2014-03-10,7.6684,DUC
5,2014-03-11,7.6906,DUC
6,2014-03-12,7.6906,DUC
7,2014-03-13,7.7278,DUC
8,2014-03-14,7.6757,DUC
9,2014-03-17,7.6832,DUC
10,2014-03-18,7.6906,DUC
11,2014-03-19,7.6757,DUC
12,2014-03-20,7.631,DUC
13,2014-03-21,7.6533,DUC
14,2014-03-24,7.6832,DUC
15,2014-03-25,7.6385,DUC
16,2014-03-26,7.6832,DUC
17,2014-03-27,7.6608,DUC
18,2014-03-28,7.6833,DUC
19,2014-03-31,7.6906,DUC
20,2014-04-01,7.7576,DUC
21,2014-04-02,7.7576,DUC
22,2014-04-03,7.6906,DUC
23,2014-04-04,7.631,DUC
24,2014-04-07,7.6385,DUC
25,2014-04-08,7.6906,DUC
26,2014-04-09,7.7204,DUC
27,2014-04-10,7.7651,DUC
28,2014-04-11,7.78,DUC
29,2014-04-14,7.7725,DUC
30,2014-04-15,7.7949,DUC
31,2014-04-16,7.8175,DUC
32,2014-04-17,7.8018,DUC
33,2014-04-21,7.7682,DUC
34,2014-04-22,7.7949,DUC
35,2014-04-23,7.8325,DUC
36,2014-04-24,7.84,DUC
37,2014-04-25,7.825,DUC
38,2014-04-28,7.8108,DUC
39,2014-04-29,7.8475,DUC
40,2014-04-30,7.855,DUC
41,2014-05-01,7.87,DUC
42,2014-05-02,7.825,DUC
43,2014-05-05,7.84,DUC
44,2014-05-06,7.8625,DUC
45,2014-05-07,7.855,DUC
46,2014-05-08,7.8325,DUC
47,2014-05-09,7.87,DUC
48,2014-05-12,7.8925,DUC
49,2014-05-13,7.9528,DUC
50,2014-05-14,7.9377,DUC
51,2014-05-15,7.9755,DUC
52,2014-05-16,7.9755,DUC
53,2014-05-19,7.9981,DUC
54,2014-05-20,7.9604,DUC
55,2014-05-21,7.9906,DUC
56,2014-05-22,7.9981,DUC
57,2014-05-23,8.0207,DUC
58,2014-05-27,8.0207,DUC
59,2014-05-28,8.0215,DUC
60,2014-05-29,8.0358,DUC
61,2014-05-30,8.0283,DUC
62,2014-06-02,8.0209,DUC
63,2014-06-03,7.9755,DUC
64,2014-06-04,7.9302,DUC
65,2014-06-05,7.9377,DUC
66,2014-06-06,7.9604,DUC
67,2014-06-09,7.9657,DUC
68,2014-06-10,7.9226,DUC
69,2014-06-11,7.9302,DUC
70,2014-06-12,7.9682,DUC
71,2014-06-13,7.915,DUC
72,2014-06-16,7.8998,DUC
73,2014-06-17,7.8763,DUC
74,2014-06-18,7.877000000000001,DUC
75,2014-06-19,7.8998,DUC
76,2014-06-20,7.915,DUC
77,2014-06-23,7.9074,DUC
78,2014-06-24,7.8922,DUC
79,2014-06-25,7.9226,DUC
80,2014-06-26,7.915,DUC
81,2014-06-27,7.9206,DUC
82,2014-06-30,7.9606,DUC
83,2014-07-01,7.9910000000000005,DUC
84,2014-07-02,7.915,DUC
85,2014-07-03,7.8542,DUC
86,2014-07-07,7.8961,DUC
87,2014-07-08,7.8922,DUC
88,2014-07-09,7.9378,DUC
89,2014-07-10,7.9537,DUC
90,2014-07-11,8.0065,DUC
91,2014-07-14,7.952999999999999,DUC
92,2014-07-15,7.9224,DUC
93,2014-07-16,7.93,DUC
94,2014-07-17,7.8994,DUC
95,2014-07-18,7.8918,DUC
96,2014-07-21,7.8783,DUC
97,2014-07-22,7.8765,DUC
98,2014-07-23,7.9147,DUC
99,2014-07-24,7.8612,DUC
100,2014-07-25,7.8375,DUC
101,2014-07-28,7.8152,DUC
102,2014-07-29,7.8272,DUC
103,2014-07-30,7.7618,DUC
104,2014-07-31,7.6693,DUC
105,2014-08-01,7.7236,DUC
106,2014-08-04,7.7389,DUC
107,2014-08-05,7.7602,DUC
108,2014-08-06,7.7618,DUC
109,2014-08-07,7.8,DUC
110,2014-08-08,7.8306,DUC
111,2014-08-11,7.8306,DUC
112,2014-08-12,7.8765,DUC
113,2014-08-13,7.8927,DUC
114,2014-08-14,7.9164,DUC
115,2014-08-15,7.9073,DUC
116,2014-08-18,7.9359,DUC
117,2014-08-19,7.8688,DUC
118,2014-08-20,7.8919,DUC
119,2014-08-21,7.8919,DUC
120,2014-08-22,7.8719,DUC
121,2014-08-25,7.8611,DUC
122,2014-08-26,7.8688,DUC
123,2014-08-27,7.8457,DUC
124,2014-08-28,7.8534,DUC
125,2014-08-29,7.8842,DUC
126,2014-09-02,7.8765,DUC
127,2014-09-03,7.915,DUC
128,2014-09-04,7.915,DUC
129,2014-09-05,7.9227,DUC
130,2014-09-08,7.8688,DUC
131,2014-09-09,7.8688,DUC
132,2014-09-10,7.8457,DUC
133,2014-09-11,7.869,DUC
134,2014-09-12,7.869,DUC
135,2014-09-15,7.8395,DUC
136,2014-09-16,7.8457,DUC
137,2014-09-17,7.8069,DUC
138,2014-09-18,7.7728,DUC
139,2014-09-19,7.747999999999999,DUC
140,2014-09-22,7.5348,DUC
141,2014-09-23,7.5201,DUC
142,2014-09-24,7.5666,DUC
143,2014-09-25,7.5821,DUC
144,2014-09-26,7.5584,DUC
145,2014-09-29,7.5356,DUC
146,2014-09-30,7.5899,DUC
147,2014-10-01,7.6147,DUC
148,2014-10-02,7.6131,DUC
149,2014-10-03,7.6131,DUC
150,2014-10-06,7.6209,DUC
151,2014-10-07,7.6441,DUC
152,2014-10-08,7.6906,DUC
153,2014-10-09,7.7062,DUC
154,2014-10-10,7.675,DUC
155,2014-10-13,7.675,DUC
156,2014-10-14,7.675,DUC
157,2014-10-15,7.6672,DUC
158,2014-10-16,7.6828,DUC
159,2014-10-17,7.6828,DUC
160,2014-10-20,7.7062,DUC
161,2014-10-21,7.7217,DUC
162,2014-10-22,7.7451,DUC
163,2014-10-23,7.7607,DUC
164,2014-10-24,7.7607,DUC
165,2014-10-27,7.7529,DUC
166,2014-10-28,7.7404,DUC
167,2014-10-29,7.7295,DUC
168,2014-10-30,7.6748,DUC
169,2014-10-31,7.7308,DUC
170,2014-11-03,7.7451,DUC
171,2014-11-04,7.7607,DUC
172,2014-11-05,7.7451,DUC
173,2014-11-06,7.7386,DUC
174,2014-11-07,7.7763,DUC
175,2014-11-10,7.7373,DUC
176,2014-11-11,7.6906,DUC
177,2014-11-12,7.7139,DUC
178,2014-11-13,7.6748,DUC
179,2014-11-14,7.6435,DUC
180,2014-11-17,7.6121,DUC
181,2014-11-18,7.6513,DUC
182,2014-11-19,7.6356,DUC
183,2014-11-20,7.6435,DUC
184,2014-11-21,7.6435,DUC
185,2014-11-24,7.6748,DUC
186,2014-11-25,7.667000000000001,DUC
187,2014-11-26,7.7061,DUC
188,2014-11-28,7.7531,DUC
189,2014-12-01,7.6905,DUC
190,2014-12-02,7.7061,DUC
191,2014-12-03,7.6513,DUC
192,2014-12-04,7.6591,DUC
193,2014-12-05,7.5808,DUC
194,2014-12-08,7.5886,DUC
195,2014-12-09,7.5965,DUC
196,2014-12-10,7.6043,DUC
197,2014-12-11,7.6279,DUC
198,2014-12-12,7.6437,DUC
199,2014-12-15,7.6358,DUC
200,2014-12-16,7.6515,DUC
201,2014-12-17,7.6673,DUC
202,2014-12-18,7.7381,DUC
203,2014-12-19,7.6988,DUC
204,2014-12-22,7.6855,DUC
