date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-03-04,107.7043,108.7196,107.4042,108.1546,1155421,1155421,1.7568,1.651,108.1747,"Mar 4, 14",0
2014-03-05,108.1546,108.1546,107.2188,107.3336,728090,728090,-0.821026,-0.759,107.4437,"Mar 5, 14",-0.00759098549668713
2014-03-06,107.3336,109.1168,107.2718,108.1016,1092714,1092714,0.768056,0.716,108.4514,"Mar 6, 14",-0.0004900392586168066
2014-03-07,108.7019,108.8167,107.1482,107.413,940536,940536,-0.688601,-0.637,107.7012,"Mar 7, 14",-0.0068568512111367
2014-03-10,107.3512,107.5278,105.9387,106.9098,1288255,1288255,-0.503212,-0.468,106.4692,"Mar 10, 14",-0.011509450360872288
2014-03-11,107.2276,107.8986,106.3536,106.4154,1539545,1539545,-0.49438,-0.462,107.0817,"Mar 11, 14",-0.016080684501630044
2014-03-12,105.8857,106.1417,105.4443,105.718,1446883,1446883,-0.69743,-0.655,105.8126,"Mar 12, 14",-0.02252886146312777
2014-03-13,106.0181,106.7597,104.9414,105.3295,982912,982912,-0.388439,-0.367,99.9683,"Mar 13, 14",-0.02612094168902669
2014-03-14,105.409,106.0535,105.2059,105.7356,1037425,1037425,0.406097,0.386,106.9537,"Mar 14, 14",-0.022366131445171977
2014-03-17,106.0799,107.104,105.8592,106.6891,942546,942546,0.953448,0.902,106.5173,"Mar 17, 14",-0.013550047801942827
2014-03-18,107.157,107.5719,106.4066,107.5543,1183529,1183529,0.865165,0.811,107.3496,"Mar 18, 14",-0.005550388055616721
2014-03-19,107.3512,108.1016,106.4066,106.8568,1528035,1528035,-0.697429,-0.648,105.6794,"Mar 19, 14",-0.011999489619489094
2014-03-20,106.5037,107.9339,106.5037,107.8897,1032759,1032759,1.0329,0.967,107.5578,"Mar 20, 14",-0.002449271690709385
2014-03-21,109.364,109.8231,107.6867,107.8368,1988905,1988905,-0.052968,-0.049,104.4503,"Mar 21, 14",-0.0029383863469515433
2014-03-24,107.8632,108.7893,105.9034,106.1064,1441550,1441550,-1.7303,-1.605,106.7476,"Mar 24, 14",-0.018937705839603757
2014-03-25,106.901,107.21,105.9387,106.7774,970375,970375,0.670944,0.632,106.6423,"Mar 25, 14",-0.012733623905039656
2014-03-26,107.3159,107.4307,105.4002,105.4267,710172,710172,-1.3507,-1.265,105.8561,"Mar 26, 14",-0.025222228180770908
2014-03-27,105.2942,105.3737,104.173,104.5615,968422,968422,-0.865166,-0.821,104.0726,"Mar 27, 14",-0.033221887927097016
2014-03-28,105.2013,105.299,104.2149,104.2327,1600587,1600587,-0.328801,-0.314,104.4912,"Mar 28, 14",-0.03626198053527088
2014-03-31,105.2901,105.9566,104.3926,105.7788,1845736,1845736,1.5462,1.483,105.2273,"Mar 31, 14",-0.021966703219280532
2014-04-01,105.6811,106.6408,105.6811,106.6319,782031,782031,0.853058,0.806,106.1193,"Apr 1, 14",-0.014078920360299056
2014-04-02,106.9785,108.2403,106.3564,108.1958,1061368,1061368,1.5639,1.467,107.5263,"Apr 2, 14",0.00038093617839651253
2014-04-03,108.6313,109.2266,107.2895,107.6538,1006041,1006041,-0.542044,-0.501,108.1968,"Apr 3, 14",-0.0046304086927416695
2014-04-04,108.2047,108.6046,105.7788,105.8322,1085371,1085371,-1.8216,-1.692,106.8219,"Apr 4, 14",-0.02147296555116474
2014-04-07,105.9477,105.9477,103.584,103.7706,1056749,1056749,-2.0616,-1.948,104.3501,"Apr 7, 14",-0.04053456810898473
2014-04-08,103.7884,104.597,103.5929,104.0727,1075547,1075547,0.302125,0.291,103.9836,"Apr 8, 14",-0.03774134433486883
2014-04-09,104.3749,105.6633,104.1598,105.2546,1383283,1383283,1.1818,1.136,105.0468,"Apr 9, 14",-0.02681346886771349
2014-04-10,105.299,106.2498,102.9087,102.9442,2118665,2118665,-2.3104,-2.195,104.3705,"Apr 10, 14",-0.048175482133908376
2014-04-11,102.6332,103.6995,102.2689,102.3133,1682183,1682183,-0.630906,-0.613,102.8272,"Apr 11, 14",-0.054008798516198143
2014-04-14,102.962,103.2108,101.7624,102.3577,1026755,1026755,0.044428,0.043,102.5971,"Apr 14, 14",-0.05359827506180974
2014-04-15,102.5177,103.3974,101.5491,103.353,886253,886253,0.995234,0.972,102.4855,"Apr 15, 14",-0.04439570762593554
2014-04-16,104.1083,105.4856,103.8328,105.459,1696952,1696952,2.106,2.038,104.7213,"Apr 16, 14",-0.024923581613727007
2014-04-17,105.2457,105.7166,104.7658,104.8014,1215199,1215199,-0.657563,-0.624,105.037,"Apr 17, 14",-0.031003766830074737
2014-04-21,104.5526,105.4856,104.206,104.4548,1293612,1293612,-0.346556,-0.331,104.5513,"Apr 21, 14",-0.03420843866095382
2014-04-22,104.5704,106.543,104.206,105.8944,1454735,1454735,1.4395,1.378,105.9551,"Apr 22, 14",-0.020897862874070982
2014-04-23,106.312,106.7474,104.2505,105.2723,1152294,1152294,-0.622021,-0.587,105.3195,"Apr 23, 14",-0.02664981424738292
2014-04-24,105.77,105.77,104.7925,105.2546,743017,743017,-0.017771,-0.017,105.1281,"Apr 24, 14",-0.02681346886771349
