date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-09-20,23.55,7945,7945,0.2,0.857,23.2563,"Sep 20, 18",2.389513378143036
2018-09-21,23.37,3107,3107,-0.18,-0.764,23.5722,"Sep 21, 18",2.363606269520287
2018-09-24,23,1295,1295,-0.37,-1.583,23.0124,"Sep 24, 18",2.310352768462413
2018-09-25,23.66,3595,3595,0.66,2.87,23.3783,"Sep 25, 18",2.405345500079161
2018-09-26,23.4,9253,9253,-0.26,-1.099,24.6281,"Sep 26, 18",2.3679241209574116
2018-09-27,23.71,15920,15920,0.31,1.325,23.7582,"Sep 27, 18",2.4125419191410353
2018-09-28,23.6,2758,2758,-0.11,-0.464,23.6,"Sep 28, 18",2.396709797204911
2018-10-01,23.79,1119,1119,0.19,0.805,23.8338,"Oct 1, 18",2.424056189640035
2018-10-02,23.79,97,97,0,0,,"Oct 2, 18",2.424056189640035
2018-10-03,22.5,2032,2032,-1.29,-5.422,22.443,"Oct 3, 18",2.238388577843665
2018-10-04,21.5,19627,19627,-1,-4.444,21.7703,"Oct 4, 18",2.094460196606169
2018-10-05,21.73,14985,14985,0.23,1.07,21.9346,"Oct 5, 18",2.127563724290793
2018-10-08,21.3,10405,10405,-0.43,-1.979,21.339,"Oct 8, 18",2.0656745203586695
2018-10-09,22.15,49640,49640,0.85,3.991,22.1548,"Oct 9, 18",2.188013644410541
2018-10-10,22.5,2251,2251,0.35,1.58,22.483,"Oct 10, 18",2.238388577843665
2018-10-11,22.42,3147,3147,-0.08,-0.356,22.3267,"Oct 11, 18",2.2268743073446657
2018-10-12,22.74,5710,5710,0.32,1.427,22.1705,"Oct 12, 18",2.272931389340664
2018-10-15,22.29,4902,4902,-0.45,-1.979,22.29,"Oct 15, 18",2.2081636177837907
2018-10-16,21.8655,48160,48160,-0.4245,-1.904,21.8655,"Oct 16, 18",2.1470660199484737
2018-10-17,21.78,442,442,-0.0855,-0.391,21.78,"Oct 17, 18",2.134760143352668
2018-10-18,21.31,9517,9517,-0.47,-2.158,21.7464,"Oct 18, 18",2.0671138041710444
2018-10-19,21.73,7878,7878,0.42,1.971,21.8142,"Oct 19, 18",2.127563724290793
2018-10-22,22.3,66555,66555,0.57,2.623,22.2475,"Oct 22, 18",2.209602901596166
2018-10-23,22.38,155125,155125,0.08,0.359,22.3939,"Oct 23, 18",2.2211171720951652
2018-10-24,22.38,25,25,0,0,,"Oct 24, 18",2.2211171720951652
2018-10-25,22.88,8567,8567,0.5,2.234,22.9583,"Oct 25, 18",2.2930813627139135
2018-10-26,21.68,78207,78207,-1.2,-5.245,21.7239,"Oct 26, 18",2.120367305228918
2018-10-29,20.44,4786,4786,-1.24,-5.72,21.1624,"Oct 29, 18",1.941896112494423
2018-10-30,19.77,2109,2109,-0.67,-3.278,20.1308,"Oct 30, 18",1.8454640970653002
2018-10-31,20.18,11428,11428,0.41,2.074,20.0377,"Oct 31, 18",1.9044747333726737
2018-11-01,20.1,51217,51217,-0.08,-0.396,20.1128,"Nov 1, 18",1.8929604628736743
2018-11-02,21.6,342,342,1.5,7.463,21.6,"Nov 2, 18",2.1088530347299184
2018-11-05,20.5718,68801,68801,-1.0282,-4.76,20.6047,"Nov 5, 18",1.9608658731415247
2018-11-06,19.8,30180,30180,-0.7718,-3.752,19.9787,"Nov 6, 18",1.8497819485024252
2018-11-07,19.64,87879,87879,-0.16,-0.808,19.6796,"Nov 7, 18",1.8267534075044258
2018-11-08,19.1,150901,150901,-0.54,-2.749,19.3872,"Nov 8, 18",1.749032081636178
2018-11-09,18.46,102981,102981,-0.64,-3.351,18.3825,"Nov 9, 18",1.6569179176441804
2018-11-12,18.24,83054,83054,-0.22,-1.192,18.4421,"Nov 12, 18",1.6252536737719308
2018-11-13,19.165,30261,30261,0.925,5.071,18.5409,"Nov 13, 18",1.758387426416615
2018-11-14,19.95,26392,26392,0.785,4.096,19.9216,"Nov 14, 18",1.8713712056880496
2018-11-15,21.61,7106,7106,1.66,8.321,21.5864,"Nov 15, 18",2.1102923185422933
2018-11-16,20.51,32424,32424,-1.1,-5.09,20.51,"Nov 16, 18",1.9519710991810477
2018-11-19,19.85,186899,186899,-0.66,-3.218,19.8705,"Nov 19, 18",1.8569783675643001
2018-11-20,20.04,1721,1721,0.19,0.957,19.9416,"Nov 20, 18",1.8843247599994242
2018-11-21,20.15,77970,77970,0.11,0.549,19.2899,"Nov 21, 18",1.9001568819355485
2018-11-23,19.4,47036,47036,-0.75,-3.722,19.3984,"Nov 23, 18",1.7922105960074264
2018-11-26,19.4,3311,3311,0,0,,"Nov 26, 18",1.7922105960074264
2018-11-27,19.4,25142,25142,0,0,,"Nov 27, 18",1.7922105960074264
2018-11-28,18.82,16272,16272,-0.58,-2.99,18.9783,"Nov 28, 18",1.708732134889679
2018-11-29,19.66,846,846,0.84,4.463,19.8063,"Nov 29, 18",1.8296319751291756
2018-11-30,21.1982,34209,34209,1.5382,7.824,21.2023,"Nov 30, 18",2.051022611148692
2018-12-03,21.78,7592,7592,0.5818,2.745,21.6897,"Dec 3, 18",2.134760143352668
2018-12-04,20.49,15945,15945,-1.29,-5.923,20.718,"Dec 4, 18",1.9490925315562972
2018-12-06,21.7,13406,13406,1.21,5.905,20.156,"Dec 6, 18",2.123245872853668
2018-12-07,19.73,603,603,-1.97,-9.078,19.95,"Dec 7, 18",1.8397069618158004
2018-12-10,19.15,6062,6062,-0.58,-2.94,19.2467,"Dec 10, 18",1.7562285006980525
2018-12-11,18.58,7871,7871,-0.57,-2.977,18.6636,"Dec 11, 18",1.6741893233926795
2018-12-12,18.87,12763,12763,0.29,1.561,18.7575,"Dec 12, 18",1.7159285539515539
2018-12-13,19.21,4234,4234,0.34,1.802,19.0832,"Dec 13, 18",1.7648642035723026
2018-12-14,19.04,41793,41793,-0.17,-0.885,19.025,"Dec 14, 18",1.7403963787619279
2018-12-17,18.73,29566,29566,-0.31,-1.628,18.8464,"Dec 17, 18",1.6957785805783043
2018-12-18,19.38,40761,40761,0.65,3.47,19.2131,"Dec 18, 18",1.7893320283826766
2018-12-19,18.93,7386,7386,-0.45,-2.322,19.3395,"Dec 19, 18",1.7245642568258035
2018-12-20,19.05,15806,15806,0.12,0.634,19.0287,"Dec 20, 18",1.741835662574303
2018-12-21,22,70456,70456,2.95,15.486,21.701,"Dec 21, 18",2.1664243872249167
2018-12-24,23,3564,3564,1,4.545,22.2396,"Dec 24, 18",2.310352768462413
2018-12-26,21.3,54316,54316,-1.7,-7.391,22.1939,"Dec 26, 18",2.0656745203586695
2018-12-27,19.35,32449,32449,-1.95,-9.155,19.5929,"Dec 27, 18",1.785014176945552
2018-12-28,19.4,2526,2526,0.05,0.258,19.2737,"Dec 28, 18",1.7922105960074264
2018-12-31,19.8,1977,1977,0.4,2.062,19.8597,"Dec 31, 18",1.8497819485024252
2019-01-02,20.6,19725,19725,0.8,4.04,20.3913,"Jan 2, 19",1.9649246534924223
2019-01-03,20.75,119744,119744,0.15,0.728,20.6197,"Jan 3, 19",1.9865139106780465
2019-01-10,21,346985,346985,0.25,1.205,21.0435,"Jan 10, 19",2.0224960059874206
2019-01-11,20.83,224075,224075,-0.17,-0.81,21.0022,"Jan 11, 19",1.998028181177046
2019-01-14,21.1,54027,54027,0.27,1.296,21.1019,"Jan 14, 19",2.0368888441111705
2019-01-15,22.92,156140,156140,1.82,8.626,22.5414,"Jan 15, 19",2.2988384979634136
2019-01-16,23.56,103421,103421,0.64,2.792,23.5258,"Jan 16, 19",2.390952661955411
2019-01-17,22.98,131724,131724,-0.58,-2.462,23.2284,"Jan 17, 19",2.3074742008376634
2019-01-18,23.6,75610,75610,0.62,2.698,23.1371,"Jan 18, 19",2.396709797204911
2019-01-22,23.44,185926,185926,-0.16,-0.678,23.6497,"Jan 22, 19",2.3736812562069116
2019-01-23,24.83,250615,250615,1.39,5.93,24.3088,"Jan 23, 19",2.573741706127031
2019-01-24,26.53,109825,109825,1.7,6.847,25.3845,"Jan 24, 19",2.818419954230775
2019-01-25,25.53,59499,59499,-1,-3.769,25.4903,"Jan 25, 19",2.6744915729932788
2019-01-28,26.2,147642,147642,0.67,2.624,25.9012,"Jan 28, 19",2.770923588422401
2019-01-29,25.85,191016,191016,-0.35,-1.336,25.897,"Jan 29, 19",2.7205486549892774
2019-01-30,25.46,105001,105001,-0.39,-1.509,25.4847,"Jan 30, 19",2.664416586306654
2019-01-31,24.94,129205,129205,-0.52,-2.042,25.4939,"Jan 31, 19",2.589573828063156
2019-02-01,25.26,88328,88328,0.32,1.283,25.4448,"Feb 1, 19",2.6356309100591546
2019-02-04,25.44,50633,50633,0.18,0.713,25.8636,Feb 4,2.661538018681904
2019-02-05,25.9,55866,55866,0.46,1.808,25.9339,Feb 5,2.727745074051152
2019-02-06,25.79,36717,36717,-0.11,-0.425,25.7522,Feb 6,2.7119129521150276
2019-02-07,26.12,36766,36766,0.33,1.28,26.2346,Feb 7,2.7594093179234016
2019-02-08,25.66,15162,15162,-0.46,-1.761,25.9608,Feb 8,2.693202262554153
2019-02-11,24.44,38545,38545,-1.22,-4.754,24.6328,Feb 11,2.5176096374444077
2019-02-12,24.36,391141,391141,-0.08,-0.327,24.4898,Feb 12,2.506095366945408
2019-02-13,24.76,26929,26929,0.4,1.642,24.5624,Feb 13,2.563666719440407
2019-02-14,24,53885,53885,-0.76,-3.069,24.1111,Feb 14,2.4542811496999093
2019-02-15,24.18,19452,19452,0.18,0.75,24.4878,Feb 15,2.4801882583226584
2019-02-19,24.81,31711,31711,0.63,2.605,24.8424,Feb 19,2.570863138502281
2019-02-20,24.83,45199,45199,0.02,0.081,25.2146,Feb 20,2.573741706127031
2019-02-21,25.09,81670,81670,0.26,1.047,25.0167,Feb 21,2.6111630852487804
2019-02-22,25.15,110650,110650,0.06,0.239,25.3908,Feb 22,2.61979878812303
2019-02-25,25.61,36751,36751,0.46,1.829,25.714,Feb 25,2.686005843492278
2019-02-26,26.73,131918,131918,1.12,4.373,26.6899,Feb 26,2.8472056304782742
2019-02-27,26.31,341667,341667,-0.42,-1.571,25.9957,Feb 27,2.786755710358525
2019-02-28,25.46,117797,117797,-0.85,-3.231,25.5176,Feb 28,2.664416586306654
2019-03-01,25.6,66072,66072,0.14,0.55,25.7567,Mar 1,2.6845665596799035
